date,venue,raceNumber,CS_ST_1_1,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_1_8,CS_ST_1_9,CS_ST_2_1,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_2_8,CS_ST_2_9,CS_ST_3_1,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_3_8,CS_ST_3_9,CS_ST_4_1,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_4_8,CS_ST_4_9,CS_ST_5_1,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_5_8,CS_ST_5_9,CS_ST_6_1,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_ST_6_8,CS_ST_6_9,CS_cource_1_1,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_1_8,CS_cource_1_9,CS_cource_2_1,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_2_8,CS_cource_2_9,CS_cource_3_1,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_3_8,CS_cource_3_9,CS_cource_4_1,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_4_8,CS_cource_4_9,CS_cource_5_1,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_5_8,CS_cource_5_9,CS_cource_6_1,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_cource_6_8,CS_cource_6_9,CS_frame_1_1,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_1_8,CS_frame_1_9,CS_frame_2_1,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_2_8,CS_frame_2_9,CS_frame_3_1,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_3_8,CS_frame_3_9,CS_frame_4_1,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_4_8,CS_frame_4_9,CS_frame_5_1,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_5_8,CS_frame_5_9,CS_frame_6_1,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_frame_6_8,CS_frame_6_9,CS_race_1_1,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_1_8,CS_race_1_9,CS_race_2_1,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_2_8,CS_race_2_9,CS_race_3_1,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_3_8,CS_race_3_9,CS_race_4_1,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_4_8,CS_race_4_9,CS_race_5_1,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_5_8,CS_race_5_9,CS_race_6_1,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_race_6_8,CS_race_6_9,CS_rank_1_1,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_1_8,CS_rank_1_9,CS_rank_2_1,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_2_8,CS_rank_2_9,CS_rank_3_1,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_3_8,CS_rank_3_9,CS_rank_4_1,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_4_8,CS_rank_4_9,CS_rank_5_1,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_5_8,CS_rank_5_9,CS_rank_6_1,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,CS_rank_6_8,CS_rank_6_9,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-01-19,戸　田,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.15,0.17,0.15,0.19,0.16, 41, 32, 60, 22, 37, 51, 38.18, 30.28, 25.53, 37.00, 29.52, 18.56, 49.09, 54.13, 44.68, 52.00, 49.52, 39.18, 11, 59, 60, 12, 63, 35, 47.75, 37.76, 33.93, 37.24, 25.76, 31.52, 62.16, 59.18, 51.79, 53.10, 42.42, 53.26,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,28.57, 0.00,12.50, 4.00,25.00, 8.33,31.82,14.13,19.39, 9.80,22.89,18.10,42.86, 0.00,37.50,10.00,25.00,25.00,56.06,31.52,37.76,17.65,34.94,31.43,渡　辺　　　　豊,鈴　木　　諒　祐,山　口　　俊　英,石　田　　貴　洋,松　尾　　光　広,飯　田　　庄　吾,3303,4751,3051,5005,4557,4803, 4.86, 0.00, 4.13, 2.06, 3.92, 3.46, 5.48, 4.01, 4.27, 3.02, 4.16, 3.96
2019-01-19,江戸川,1,.33,.14,,,,,,,,.13,,,,,,,,,.51,,,,,,,,,.28,,,,,,,,,.17,.09,,,,,,,,.21,.29,,,,,,,,5,6,,,,,,,,3,,,,,,,,,4,,,,,,,,,3,,,,,,,,,2,1,,,,,,,,2,4,,,,,,,,5,6,,,,,,,,3,,,,,,,,,4,,,,,,,,,3,,,,,,,,,2,1,,,,,,,,2,4,,,,,,,,2,6,,,,,,,,7,,,,,,,,,5,,,,,,,,,2,,,,,,,,,1,6,,,,,,,,3,7,,,,,,,,３,４,,,,,,,,６,,,,,,,,,４,,,,,,,,,４,,,,,,,,,４,５,,,,,,,,４,４,,,,,,,,0.16,0.19,0.18,0.19,0.14,0.18, 47, 37, 51, 33, 22, 64, 33.54, 32.05, 29.05, 40.59, 41.32, 34.19, 47.83, 48.72, 50.00, 57.06, 57.49, 54.84, 31, 40, 38, 45, 29, 55, 24.84, 40.85, 44.38, 34.36, 28.10, 36.97, 45.22, 55.49, 63.31, 47.24, 44.44, 50.91,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0, 0.00,21.21,21.05,85.71,14.29,23.08,26.51,24.04,20.39,25.61,20.41,21.95, 0.00,36.36,42.11,85.71,28.57,38.46,39.76,43.27,45.63,37.80,38.78,48.78,竹　本　　太　樹,山　崎　　聖　司,豊　田　　　　聡,幸　本　　　　誠,小　林　　孝　弘,渡　辺　　　　崇,4162,3812,3884,2935,4592,4474, 0.00, 4.09, 5.00, 7.57, 3.86, 4.46, 4.70, 4.32, 4.78, 4.54, 4.32, 4.68
2019-01-19,浜名湖,1,.17,.19,.21,,,,,,,.20,,.35,.17,,,,,,.10,,.18,.08,,,,,,.26,.21,.32,,,,,,,.35,.30,.17,,,,,,,.15,,.21,.13,,,,,,2,4,6,,,,,,,2,,3,4,,,,,,3,,5,2,,,,,,2,2,1,,,,,,,6,6,5,,,,,,,5,,2,4,,,,,,2,4,6,,,,,,,1,,3,4,,,,,,3,,5,2,,,,,,5,2,1,,,,,,,6,5,5,,,,,,,5,,2,4,,,,,,2,11,4,,,,,,,5,,1,9,,,,,,4,,4,10,,,,,,1,8,3,,,,,,,1,5,6,,,,,,,6,,1,7,,,,,,５,４,４,,,,,,,４,,６,５,,,,,,４,,５,６,,,,,,３,５,４,,,,,,,２,６,４,,,,,,,６,,４,６,,,,,,0.17,0.16,0.16,0.19,0.23,0.19, 14, 23, 50, 12, 28, 59, 36.36, 40.58, 27.54, 28.07, 41.94, 30.30, 52.73, 52.17, 44.93, 43.86, 59.68, 48.48, 30,  8,  7,  3, 64, 43, 27.38, 40.22, 33.12, 23.53, 27.75, 35.26, 50.60, 52.51, 48.41, 40.52, 45.66, 52.02,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,24.00,34.48,25.00,10.00, 6.82, 7.14,26.80,30.84,14.86,22.43, 9.30,15.29,36.00,51.72,50.00,50.00,15.91,14.29,38.14,49.53,32.43,40.19,20.93,30.59,伴　　　　将　典,福　田　　　　理,白　井　　弘　文,森　　　　秋　光,石　原　　　　翼,橋　口　　真　樹,4285,3982,3723,3443,4989,3945, 4.40, 5.38, 5.75, 4.70, 2.64, 3.07, 4.61, 4.97, 3.89, 4.53, 2.88, 4.24
2019-01-19,蒲　郡,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.16,0.13,0.12,0.17,0.14, 18, 35, 75, 29, 40, 13, 32.92, 36.14, 31.01, 37.41, 37.35, 36.31, 54.04, 55.42, 44.19, 53.24, 54.22, 58.10, 69, 57, 53, 11, 31, 65, 31.03, 28.13, 27.34, 36.49, 30.51, 38.46, 50.34, 41.41, 46.88, 50.68, 48.02, 63.31,F1,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,50.00, 0.00,44.44,87.50,63.16,55.56,60.47,41.44,56.00,58.20,57.32,50.50,65.22, 0.00,55.56,87.50,84.21,66.67,75.19,63.06,68.80,71.31,77.71,66.34,平　本　　真　之,宮之原　　輝　紀,佐　藤　　　　翼,守　田　　俊　介,杉　山　　正　樹,岡　村　　慶　太,4337,4939,4573,3721,4084,4545, 7.20, 0.00, 6.56,10.88, 7.84, 7.56, 7.72, 6.12, 7.28, 7.60, 7.28, 6.78
2019-01-19,常　滑,1,.15,,,,,,,,,.17,.11,,,,,,,,.22,,,,,,,,,.20,,,,,,,,,.24,,,,,,,,,.19,,,,,,,,,6,,,,,,,,,3,5,,,,,,,,2,,,,,,,,,2,,,,,,,,,2,,,,,,,,,1,,,,,,,,,6,,,,,,,,,3,5,,,,,,,,2,,,,,,,,,2,,,,,,,,,2,,,,,,,,,1,,,,,,,,,5,,,,,,,,,3,7,,,,,,,,3,,,,,,,,,4,,,,,,,,,8,,,,,,,,,1,,,,,,,,,３,,,,,,,,,３,３,,,,,,,,６,,,,,,,,,４,,,,,,,,,４,,,,,,,,,５,,,,,,,,,0.17,0.14,0.20,0.16,0.21,0.18, 59, 60, 67, 55, 13, 52, 25.81, 32.00, 32.79, 31.25, 26.61, 30.71, 48.39, 44.80, 52.46, 55.36, 46.79, 52.76, 55, 58, 14,  3, 38, 13, 57.14, 32.00, 25.93, 34.62, 46.15, 42.31, 80.00, 72.00, 48.15, 38.46, 61.54, 53.85,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,45.16,17.24,33.33,15.79,29.41,23.81,25.27,39.60,14.49,13.33,20.99,21.52,58.06,48.28,52.38,42.11,52.94,52.38,47.25,60.40,33.33,27.78,33.33,39.24,天　野　　友　和,松　井　　洪　弥,篠　原　　俊　夫,多羅尾　　達　之,森　林　　　　太,冨　田　　秀　幸,3905,4824,3187,3859,3680,3519, 6.10, 4.76, 5.14, 4.63, 5.29, 4.71, 4.67, 5.68, 3.77, 3.54, 4.31, 4.65
2019-01-19,　津　,1,.18,.09,.21,.13,,,,,,.15,.21,.19,,,,,,,.30,,.24,.21,,,,,,.14,.14,.18,,,,,,,.12, ,.13,,,,,,,.27,,.18,.28,,,,,,4,2,6,4,,,,,,3,6,5,,,,,,,1,,4,6,,,,,,3,5,2,,,,,,,6, ,1,,,,,,,3,,4,6,,,,,,3,2,6,4,,,,,,3,6,5,,,,,,,1,,4,5,,,,,,3,5,2,,,,,,,6,3,1,,,,,,,2,,4,5,,,,,,3,10,7,11,,,,,,4,11,5,,,,,,,3,,1,8,,,,,,5,10,9,,,,,,,5,9,3,,,,,,,3,,2,6,,,,,,１,２,３,４,,,,,,転,６,４,,,,,,,３,,６,５,,,,,,３,６,３,,,,,,,４,欠,１,,,,,,,４,,３,４,,,,,,0.17,0.16,0.23,0.21,0.17,0.17, 30, 16, 31, 19, 18, 57, 28.79, 36.11, 40.51, 38.57, 28.79, 39.02, 42.42, 54.17, 64.56, 58.57, 51.52, 57.32, 12, 16, 17, 23, 28, 52, 40.79, 36.84, 22.73, 29.41, 25.00, 29.73, 56.58, 58.95, 42.05, 44.71, 33.33, 51.35,F0,F0,F0,F0,F1,F1,L0,L0,L0,L0,L0,L0,66.67,11.11,30.00,11.11, 0.00,20.00,46.15,26.92,13.73,30.61,36.46,32.76,83.33,55.56,30.00,11.11, 0.00,30.00,67.52,48.72,19.61,48.98,52.08,45.69,渡　邉　　睦　広,竹　腰　　正　樹,有　田　　　　岳,長谷川　　　　巌,佐　川　　正　道,金　子　　猛　志,3385,3692,3398,3176,3533,3482, 7.50, 4.89, 4.70, 3.67, 0.00, 4.00, 6.28, 4.62, 3.49, 4.96, 5.44, 4.90
2019-01-19,尼　崎,1,.24,,,,,,,,,.29,.19,,,,,,,,.21,,,,,,,,,.13,,,,,,,,,.17,.12,,,,,,,,.25,,,,,,,,,2,,,,,,,,,1,5,,,,,,,,2,,,,,,,,,1,,,,,,,,,3,6,,,,,,,,6,,,,,,,,,2,,,,,,,,,1,5,,,,,,,,2,,,,,,,,,1,,,,,,,,,3,6,,,,,,,,6,,,,,,,,,3,,,,,,,,,4,10,,,,,,,,1,,,,,,,,,2,,,,,,,,,3,11,,,,,,,,2,,,,,,,,,５,,,,,,,,,６,４,,,,,,,,３,,,,,,,,,５,,,,,,,,,２,６,,,,,,,,６,,,,,,,,,0.22,0.17,0.17,0.19,0.15,0.21, 18, 38, 70, 26, 62, 11, 36.97, 41.10, 35.76, 30.63, 32.93, 36.05, 51.52, 51.53, 50.91, 40.63, 53.05, 56.46, 11, 44,  4, 22, 64, 35, 37.36, 23.75, 38.73, 32.92, 38.95, 32.37, 55.75, 41.88, 61.27, 48.45, 57.56, 49.71,F0,F0,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0,14.29,25.00,20.97, 8.70, 0.00, 0.00,16.67,35.96,20.69,16.96,47.69, 0.00,14.29,37.50,38.71,39.13, 0.00, 0.00,37.50,47.37,34.48,38.39,65.38, 1.72,上　條　　信　一,須　藤　　隆　雄,白　石　　浩　二,中　西　　宏　文,古　澤　　光　紀,金　田　　智　博,3006,3889,3498,3123,4522,5038, 3.14, 4.25, 4.13, 4.09, 0.00, 1.00, 4.00, 5.21, 4.20, 4.32, 6.32, 1.53
2019-01-19,鳴　門,1,.22,,.01,.17,.08,.14,.05,.14,,.28,,.24,.11,.18,.13,.12,,,.27,.18,.18,,.14,.54,.12,,,.18,.07,.17,.11,.07,.16,.10,.17,,.22,.16,.21,,.07,.28,.23,,,.13,,.24,.18,.06,,.05,.13,,2,,1,5,4,3,6,2,,4,,2,1,5,3,5,,,6,2,5,,3,5,1,,,2,6,1,4,2,3,1,5,,6,2,5,,3,4,1,,,4,,4,6,6,,5,4,,2,,1,5,4,3,6,2,,4,,2,1,5,3,6,,,6,2,4,,3,5,1,,,2,6,1,4,2,3,1,5,,6,2,5,,3,4,1,,,4,,5,6,6,,5,4,,11,,4,12,1,10,4,12,,8,,3,9,3,11,7,,,3,10,9,,1,9,9,,,8,12,5,10,4,12,2,8,,2,6,5,,3,9,6,,,6,,1,6,5,,4,8,,４,,１,５,５,２,３,５,,５,,３,２,５,３,６,,,６,２,５,,２,６,６,,,２,４,１,２,２,４,５,２,,５,４,５,,３,３,６,,,５,,５,６,６,,６,６,,0.16,0.17,0.21,0.19,0.20,0.17, 58, 77, 62, 27, 68, 64, 35.37, 23.68, 29.73, 29.87, 29.22, 39.24, 53.05, 42.11, 46.62, 40.91, 48.05, 50.63, 25, 53, 58, 72, 71, 11, 30.43, 33.13, 38.55, 38.61, 37.50, 34.86, 48.45, 44.79, 53.61, 51.27, 51.88, 50.86,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,18.18, 0.00, 0.00,43.14, 0.00, 0.00,46.74,29.63, 4.84,35.14,15.09, 1.18,36.36, 0.00, 5.26,62.75, 0.00,12.50,64.13,51.85,12.90,56.76,30.19,10.59,原　田　　佑　実,前　田　　紗　希,末　武　　里奈子,新　田　　芳　美,寺　島　　美　里,中　村　　かなえ,4372,4845,4923,3470,4891,4998, 4.27, 0.00, 1.63, 6.14, 0.00, 2.38, 6.41, 5.12, 2.18, 5.88, 3.77, 2.18
2019-01-19,丸　亀,1,.18,,.23,.24,.16,.12,.08,.17,,.24,,.12,.23,.16,,.09,.34,,.15,,.26,.20,.08,.27,.12,,,.22,,.14,.17,.09,,.08,.12,,.12,,.19,.22,.08,,.05,.16,,.22,.22,.23,.28,.18,,.15,.13,,2,,3,6,4,5,1,2,,3,,4,5,6,,1,2,,1,,4,5,2,3,6,,,3,,2,1,5,,4,6,,6,,6,6,6,,6,6,,5,1,6,5,3,,6,4,,2,,3,6,4,5,1,2,,3,,4,5,6,,1,2,,1,,4,5,2,3,6,,,3,,2,1,5,,4,6,,6,,5,6,6,,6,5,,5,1,6,2,3,,3,4,,8,,4,9,5,11,5,11,,2,,1,8,5,,2,9,,3,,2,11,3,7,7,,,8,,3,9,4,,4,9,,5,,2,8,3,,2,10,,1,7,5,10,8,,3,11,,３,,４,６,１,５,１,４,,６,,４,６,５,,１,６,,２,,１,５,３,６,４,,,５,,４,２,６,,５,１,,６,,４,５,６,,４,６,,２,５,６,６,４,,４,２,,0.16,0.19,0.19,0.15,   -,0.17, 58,  1, 14, 50,  6, 44, 32.08, 33.71, 39.05, 23.08, 28.00, 40.21, 50.00, 48.31, 58.10, 44.23, 46.00, 52.58, 15, 30, 34, 19, 26, 62, 51.61, 37.50, 27.03, 11.11, 26.92, 22.22, 61.29, 59.38, 40.54, 25.93, 42.31, 22.22,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,71.43, 0.00,25.00,35.29, 0.00,35.00,40.63,10.42,24.49,30.93, 0.00,36.22,71.43, 0.00,46.43,52.94, 0.00,50.00,64.58,16.67,36.73,39.18, 0.00,57.48,長　野　　壮志郎,田　代　　元　気,峰　重　　侑　治,秋　元　　　　誠,数　原　　　　魁,山　田　　亮　太,4155,4768,4533,3781,5060,4644, 7.71, 2.00, 5.00, 5.47, 0.00, 5.40, 5.94, 2.54, 4.72, 4.57, 1.13, 5.76
2019-01-19,児　島,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.20,0.13,0.16,0.16,0.19, 73, 39, 52, 70, 27, 63, 36.49, 36.73, 29.86, 38.99, 36.52, 36.87, 51.18, 49.39, 49.31, 53.67, 59.55, 55.05, 48, 23, 16, 18, 57, 40, 30.00,  0.00, 20.00, 30.00,  0.00, 20.00, 60.00,  0.00, 60.00, 40.00,  0.00, 30.00,F0,F0,F0,F0,F1,F0,L0,L0,L0,L0,L0,L0,30.00,21.05,25.58,33.33,28.57, 0.00,46.09,16.67,26.56,25.32,32.35, 7.41,50.00,31.58,39.53,55.56,40.00, 0.00,67.83,27.08,42.97,40.51,44.12,22.22,乙　藤　　智　史,安　東　　　　将,勝　浦　　真　帆,尾　崎　　雄　二,向　　　　達　哉,畑　田　　汰　一,4402,3695,4884,4695,3725,5042, 5.20, 4.11, 4.42, 5.33, 4.57, 0.00, 6.47, 4.08, 4.66, 4.48, 4.89, 3.13
